File_Name,Volume_um3,Area_um2,Convex_Hull_Volume_um3,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,KongFonseca_Flatness,KongFonseca_Elongation,Tensor_Compactness,Tensor_Flakiness,Tensor_Rodness
particle_101_S5.1I5.2L5.3_Hull.stl,92.95532732581535,112.09949216093443,93.00397092638939,0.8852447007896864,0.9994769728637443,0.9810111123246861,0.9807692307692306,0.9811320754716982,0.01282051282051289,0.0064102564102563875,0.019230769230769332,0.01886792452830182,0.8262735192606988,0.12598422588398722,0.047742254855314
particle_101_S7.5I7.6L7.7_Hull.stl,230.89853931746816,202.20557162930731,230.97576807212658,0.9001297797974007,0.9996656413124935,0.9869560231421954,0.986842105263158,0.9870129870129869,0.008771929824561372,0.004385964912280725,0.01315789473684206,0.012987012987013056,0.5949183585890025,0.28876301252115405,0.11631862888984337
particle_101_S9.6I10.2L10.7_Hull.stl,725.083635441002,443.42317213432545,725.3835300411047,0.8802198179821145,0.9995865709825453,0.9492223378148754,0.9411764705882353,0.9532710280373832,0.03934426229508194,0.01639344262295082,0.05882352941176468,0.04672897196261683,0.6808741548640465,0.27339772213227964,0.0457281230036739
particle_101_S9.9I10.1L10.2_Hull.stl,656.7377987406198,409.86070546580714,657.8189269720713,0.8914750300375134,0.9983564957055464,0.9868521121090809,0.9801980198019803,0.9901960784313726,0.013245033112582736,0.003311258278145684,0.019801980198019733,0.009803921568627416,0.6570988393820029,0.2362691120821376,0.10663204853585954
particle_102_S0.7I3.1L6.3_Irreg.stl,6.78757857545692,90.7849159666598,10.273842180957264,0.19096202382132332,0.6606660347613486,0.37954174061571355,0.2258064516129032,0.4920634920634921,0.47524752475247534,0.31683168316831684,0.7741935483870969,0.5079365079365079,0.025692449443717777,0.9140909899328891,0.0602165606233932
particle_102_S1.1I3.2L5.4_Irreg.stl,9.817233888117327,121.49482379424965,18.03220632824159,0.18249561801949227,0.5444277704798565,0.4942177979042924,0.34375,0.5925925925925926,0.43298969072164945,0.2268041237113402,0.65625,0.40740740740740744,0.0772019013994191,0.8018253107107819,0.12097278788979904
particle_102_S1.1I9.0L11.6_Irreg.stl,60.39087478388043,1099.4954018521062,166.048984657751,0.0677025334993176,0.363693128918277,0.4190248108552796,0.12222222222222223,0.7758620689655172,0.728110599078341,0.11981566820276494,0.8777777777777778,0.22413793103448273,0.02473989803079554,0.9632628520251628,0.011997249944041643
particle_102_S1.6I5.8L8.2_Sat.stl,19.306654263299198,90.4055670528245,31.866689481284226,0.3849700672203067,0.6058569176016316,0.5167812607925797,0.27586206896551724,0.7073170731707318,0.5384615384615384,0.15384615384615383,0.7241379310344827,0.2926829268292683,0.07571414233646363,0.9093134228876796,0.014972434775856773
particle_102_S13.2I14.1L14.1_Hull.stl,1393.3209300745136,671.661226582941,1397.6907543795135,0.8981894582757194,0.9968735399505881,0.978253941012969,0.9361702127659575,1.0,0.04347826086956524,0.0,0.06382978723404258,0.0,0.7698864368810197,0.14872711799580965,0.08138644512317074
particle_102_S2.0I3.7L6.4_Irreg.stl,25.41039463227413,304.7578083898334,65.75148487031343,0.1371524455783445,0.38646115266283265,0.5653151060318922,0.5405405405405405,0.578125,0.2809917355371901,0.22314049586776857,0.4594594594594595,0.421875,0.16674104622739147,0.5755249711128304,0.25773398265977815
particle_102_S2.0I5.4L7.6_Sat.stl,26.05923088891907,86.82709620150754,41.49233060372743,0.4895569759219993,0.6280493409203208,0.5718281402717164,0.37037037037037035,0.7105263157894738,0.45333333333333337,0.1466666666666666,0.6296296296296297,0.2894736842105262,0.12145847352504159,0.8461386267281931,0.032402899746765315
particle_102_S4.5I8.9L12.0_Sat.stl,163.39310834150731,228.91180818642366,184.68924703717303,0.6314007378680981,0.8846920487396899,0.6527496928044043,0.5056179775280899,0.7416666666666667,0.3464566929133859,0.12204724409448818,0.49438202247191015,0.2583333333333333,0.16833114118488435,0.7756233179704376,0.05604554084467814
particle_102_S4.7I5.2L5.3_Hull.stl,71.13769185867868,92.3884286686637,71.30886842125317,0.8986689232794854,0.9975995052738283,0.9546624062840858,0.9038461538461539,0.9811320754716982,0.06578947368421052,0.00657894736842103,0.09615384615384615,0.01886792452830182,0.7463249850334304,0.10550855949543546,0.1481664554711342
particle_102_S5.5I5.6L5.6_Hull.stl,96.13385536105248,114.80051620542208,96.13385536105248,0.8840113818601409,1.0,0.994011832472148,0.9821428571428572,1.0,0.011976047904191574,0.0,0.017857142857142794,0.0,0.6631657600661337,0.12774123584916638,0.2090930040846999
particle_102_S5.6I10.6L11.6_Irreg.stl,377.54250179483523,2682.8562063288746,1534.3206411382096,0.09415946041096293,0.24606493041425928,0.7612476610651449,0.5283018867924528,0.9137931034482759,0.3597122302158274,0.03597122302158274,0.4716981132075472,0.08620689655172414,0.32208526587607966,0.632860251747686,0.0450544823762343
particle_102_S7.2I7.6L12.5_Irr.stl,386.7137210665049,286.1436288731527,404.5544110691305,0.8970702034940442,0.9559003943240234,0.704869449192827,0.9473684210526316,0.608,0.029304029304029266,0.1794871794871795,0.052631578947368356,0.392,0.4439523097827703,0.07522594179282442,0.48082174842440534
particle_102_S8.8I9.4L9.5_Hull.stl,458.5617766105268,318.6313123353434,459.5196628167601,0.9025284615453618,0.9979154619840168,0.9713769006282865,0.9361702127659575,0.9894736842105264,0.04332129963898915,0.0036101083032490846,0.0638297872340425,0.010526315789473648,0.7158308592483356,0.209502633786789,0.07466650696487545
particle_103_S0.7I5.2L10.9_Irreg.stl,21.27626543022421,664.5181241944724,65.73414546829338,0.05587800520677978,0.32367143862068976,0.3129076127514734,0.1346153846153846,0.47706422018348627,0.5357142857142857,0.3392857142857143,0.8653846153846153,0.5229357798165137,0.013321869790916504,0.9529933329275868,0.03368479728149668
particle_103_S0.9I1.6L7.2_Irr.stl,7.562966835778727,37.91156848352432,9.02301007014139,0.4914814934827032,0.8381866779475085,0.30285343213869,0.5625,0.22222222222222224,0.14432989690721648,0.5773195876288659,0.4375,0.7777777777777777,0.09791565341167531,0.2038900106582204,0.6981943359301043
particle_103_S0.9I4.7L7.4_Irreg.stl,17.046717276523385,236.50606410732132,31.88486577034727,0.13543648772571987,0.5346334966345295,0.42588496582455004,0.19148936170212766,0.6351351351351351,0.5846153846153845,0.20769230769230768,0.8085106382978724,0.36486486486486486,0.036144736412977274,0.9197909233713665,0.04406434021565636
particle_103_S1.1I4.3L9.9_Irreg.stl,24.761567284548118,436.89857114926895,62.36886585314384,0.09403486817037562,0.3970180785851176,0.3640800793747891,0.2558139534883721,0.4343434343434343,0.41830065359477125,0.3660130718954249,0.7441860465116279,0.5656565656565656,0.028473660587539668,0.8781461929700518,0.09338014644240845
particle_103_S10.0I10.5L10.8_Hull.stl,712.90819256059,426.18447008960874,714.7129977516784,0.9055426459485969,0.9974747833091523,0.9655629569129027,0.9523809523809523,0.9722222222222222,0.03194888178913738,0.009584664536741236,0.047619047619047616,0.027777777777777842,0.816189889560803,0.05900875852459522,0.1248013519146018
particle_103_S2.3I2.4L14.3_Irreg.stl,38.39356891119139,851.8957514426497,188.39253937753526,0.06460557482940232,0.20379559104647646,0.29997772070082845,0.9583333333333333,0.1678321678321678,0.010526315789473694,0.6263157894736843,0.041666666666666706,0.8321678321678322,0.044560536339383346,0.050809685953020954,0.9046297777075957
particle_103_S2.7I9.1L9.4_Irreg.stl,120.44930652834182,2341.584733246643,871.5805098125935,0.050370599049009916,0.13819642037915777,0.6527043139270076,0.29670329670329676,0.9680851063829786,0.6037735849056604,0.014150943396226448,0.7032967032967032,0.03191489361702135,0.14683286470297835,0.8473641234354929,0.005803011861528665
particle_103_S3.4I8.5L11.8_Irreg.stl,177.3303165084744,2428.279452103119,987.1719862520276,0.06285996271163719,0.17963467255765653,0.5920766619519566,0.39999999999999997,0.7203389830508474,0.430379746835443,0.13924050632911394,0.6,0.2796610169491526,0.13827957789226278,0.7524069042921245,0.10931351781561263
particle_103_S3.5I8.9L11.8_Irreg.stl,194.6391376237151,3050.8216495903484,1390.3563214135684,0.053237879962733436,0.1399922700576687,0.6070596196468315,0.3932584269662921,0.7542372881355932,0.44628099173553715,0.11983471074380166,0.6067415730337079,0.2457627118644068,0.15010648641808538,0.7643475717864248,0.08554594179548992
particle_103_S4.4I10.8L12.3_Sat.stl,267.82255836059113,283.89466848129626,279.2703908378889,0.7077691966069511,0.9590080694091805,0.6797596834943462,0.40740740740740744,0.8780487804878049,0.46545454545454545,0.05454545454545454,0.5925925925925926,0.12195121951219512,0.20144801758127612,0.761644310987774,0.036907671430949876
particle_103_S5.3I6.8L6.9_Irreg.stl,128.21263214214312,673.6036291310659,297.29624200255495,0.1825437285280256,0.43126220257113534,0.9113716893149116,0.7794117647058824,0.9855072463768115,0.15789473684210525,0.00526315789473687,0.22058823529411764,0.014492753623188482,0.6597368620080514,0.2980073225880652,0.042255815403883415
particle_103_S6.8I7.1L7.2_Hull.stl,186.1354578113082,178.04414267811805,186.18659933831347,0.8854740570412926,0.9997253211177012,0.9765641028780275,0.9577464788732395,0.986111111111111,0.028436018957345953,0.00473933649289102,0.04225352112676054,0.013888888888888963,0.7476777891856248,0.22324201305582134,0.029080197758553836
particle_103_S9.3I9.4L9.7_Hull.stl,535.0155330591451,354.63732954976695,537.4916925859355,0.8986914374029837,0.9953931203757265,0.9757886850848774,0.9893617021276596,0.9690721649484537,0.007042253521126735,0.010563380281690102,0.010638297872340387,0.030927835051546285,0.6906207326608816,0.2077658232316599,0.10161344410745846
particle_103_S9.4I9.6L15.5_Sat.stl,537.5526315181137,453.1482334598188,604.748913368828,0.7055446364182663,0.8888856509449696,0.7215147770013789,0.9791666666666667,0.6193548387096774,0.011594202898550683,0.1710144927536232,0.02083333333333326,0.3806451612903226,0.4936666008599561,0.1382154832437084,0.3681179158963355
particle_104_S1.3I4.7L8.1_Irreg.stl,27.006870438897362,529.9257969930286,89.13182934504084,0.08214577604482526,0.30299917142225674,0.4532700851412705,0.2765957446808511,0.5802469135802469,0.48226950354609927,0.24113475177304958,0.723404255319149,0.41975308641975306,0.05815261411269753,0.8487127604996416,0.09313462538766089
particle_104_S10.7I11.1L11.6_Hull.stl,679.2927838652922,425.95837521036844,679.8415224204291,0.8773138053510036,0.9991928434244746,0.9592465796808719,0.9639639639639639,0.9568965517241379,0.023952095808383256,0.014970059880239521,0.03603603603603607,0.04310344827586207,0.6708225064177329,0.3095381576186239,0.019639335963643176
particle_104_S11.9I12.2L12.3_Hull.stl,1307.745868099193,637.3266587938449,1311.640953602524,0.9074114962564624,0.9970303721512868,0.98635259097281,0.9754098360655739,0.9918699186991868,0.016483516483516425,0.0027472527472527865,0.024590163934426142,0.008130081300813123,0.7452288963766963,0.06306719923507988,0.19170390438822377
particle_104_S12.3I12.6L12.7_Hull.stl,1310.845534976339,643.4091811595868,1316.2883442103873,0.9002529436291298,0.9958650327202332,0.9867854521712376,0.9761904761904763,0.9921259842519685,0.015957446808510585,0.002659574468085097,0.023809523809523725,0.007874015748031468,0.8947673381951282,0.03264584105098003,0.07258682075389172
particle_104_S2.3I2.6L8.9_Irreg.stl,26.4411849709046,464.4866775928558,97.52728782806463,0.0924055675137072,0.271115762160012,0.42264304201370995,0.8846153846153845,0.29213483146067415,0.04347826086956525,0.4565217391304348,0.11538461538461549,0.7078651685393259,0.10471468129114471,0.18499841153962251,0.7102869071692327
particle_104_S2.4I2.9L7.4_Sat.stl,18.226195666267383,57.82593246479732,22.397046835381953,0.5791959263693591,0.8137767358451192,0.502784561046417,0.8275862068965517,0.3918918918918919,0.07874015748031496,0.3543307086614173,0.1724137931034483,0.6081081081081081,0.3014681210884573,0.38802697544036135,0.31050490347118137
particle_104_S3.4I4.6L5.7_Irr.stl,52.65102942520604,79.78303925349007,56.572627582319996,0.8514872045047409,0.9306802896611518,0.7837225552644124,0.7391304347826088,0.8070175438596491,0.17518248175182477,0.08029197080291973,0.26086956521739124,0.19298245614035098,0.5098285362813564,0.3147430672632137,0.17542839645542996
particle_104_S3.6I8.3L14.5_Irreg.stl,232.1734491748979,2852.4106514319233,1245.3540361056976,0.06404429419673056,0.18643168323517004,0.5218530141377298,0.4337349397590361,0.5724137931034483,0.35606060606060613,0.2348484848484848,0.5662650602409639,0.4275862068965517,0.10905469665257655,0.7166766942112927,0.17426860913613074
particle_104_S4.1I6.5L6.6_Sat.stl,86.18776388959894,113.57425237236257,89.38135878983492,0.830809231103977,0.964270011739862,0.8489258941827166,0.6307692307692307,0.9848484848484849,0.2790697674418605,0.005813953488372073,0.3692307692307693,0.015151515151515098,0.4787514395097802,0.48289601794318804,0.03835254254703174
particle_104_S6.9I8.5L10.2_Sat.stl,269.8966228656556,279.5358178149422,278.184662718222,0.7225118284170007,0.9702066973370078,0.8260808558389918,0.8117647058823529,0.8333333333333334,0.12499999999999997,0.06640624999999997,0.18823529411764703,0.1666666666666666,0.4930436850836676,0.4240203481045858,0.08293596681174663
particle_104_S8.0I13.9L15.6_Sat.stl,700.9808368743984,539.7439016493829,724.3977035644167,0.7070234375861476,0.9676740186022195,0.7702266304102172,0.5755395683453237,0.8910256410256411,0.3146666666666667,0.045333333333333316,0.4244604316546763,0.10897435897435893,0.3581717833133935,0.6270943218373197,0.014733894849286814
particle_104_S8.0I8.1L8.3_Hull.stl,318.04637390235166,253.70481667671027,318.2888342053474,0.8881419373942755,0.9992382381128728,0.9798049000201768,0.9876543209876544,0.9759036144578312,0.00819672131147538,0.008196721311475454,0.012345679012345635,0.0240963855421688,0.8527767447534877,0.07618064650675446,0.07104260873975783
particle_104_S9.6I10.8L12.1_Irreg.stl,716.0525651709492,5727.727123909535,4955.766035548654,0.06757692226156262,0.1444887753042754,0.891335935247175,0.8888888888888888,0.8925619834710745,0.07384615384615391,0.039999999999999966,0.1111111111111112,0.10743801652892554,0.7291433518812063,0.17647196479309057,0.09438468332570313
particle_105_S0.5I1.9L10.5_Irreg.stl,5.3396494601719615,124.60134181566804,9.557665135365053,0.11856865772829792,0.5586771857505567,0.20501312662605276,0.2631578947368421,0.18095238095238095,0.21705426356589144,0.6666666666666666,0.7368421052631579,0.819047619047619,0.006339480538382956,0.8581753690810232,0.13548515038059383
particle_105_S0.8I1.8L14.3_Irreg.stl,10.14222325398601,259.71874978316447,24.314273256409887,0.08724413979298118,0.4171304298109034,0.19167411750910182,0.4444444444444445,0.12587412587412586,0.11834319526627217,0.7396449704142011,0.5555555555555556,0.8741258741258741,0.006710391006970693,0.7171289398468339,0.27616066914619547
particle_105_S1.1I7.6L9.5_Irreg.stl,41.37786655642731,515.9718422857048,84.73713178916614,0.1121252744462405,0.48830855709607074,0.45246642233856144,0.14473684210526316,0.7999999999999999,0.7142857142857142,0.1043956043956044,0.8552631578947368,0.20000000000000004,0.03726037500440093,0.9487938764451587,0.013945748550440396
particle_105_S1.5I1.7L14.4_Irreg.stl,19.013221208595677,688.1378686076026,105.02124463671912,0.05006249236467419,0.18104166708711797,0.23081909403143602,0.8823529411764706,0.11805555555555555,0.02272727272727272,0.7215909090909091,0.11764705882352938,0.8819444444444445,0.02048105544109269,0.12796365775806248,0.8515552868008448
particle_105_S10.8I11.0L11.5_Hull.stl,759.7516043792635,448.91088859727205,764.462621835069,0.8969572311915293,0.9938374783524448,0.9648806269507909,0.9818181818181819,0.9565217391304348,0.01201201201201197,0.015015015015015017,0.01818181818181812,0.043478260869565216,0.7271341390585134,0.16595145941681572,0.10691440152467088
particle_105_S2.1I11.7L14.4_Irreg.stl,191.06820400044361,3497.2273412020063,1044.2322534978855,0.045872513838808346,0.1829748155742352,0.4911642222650446,0.17948717948717952,0.8124999999999999,0.6808510638297871,0.09574468085106386,0.8205128205128205,0.18750000000000006,0.053914742107982604,0.930287062110995,0.01579819578102232
particle_105_S2.2I3.7L11.3_Irreg.stl,48.726605189976624,711.6258720861756,163.5506911156143,0.09065877198488856,0.297929680746697,0.39947460191642514,0.5945945945945946,0.3274336283185841,0.1744186046511628,0.44186046511627913,0.4054054054054054,0.672566371681416,0.06546368040799458,0.5536616165012375,0.38087470309076793
particle_105_S4.9I5.3L11.3_Sat.stl,114.65309513542222,161.65427494645866,120.22647888552399,0.7060261485759772,0.953642626800968,0.5880826330335293,0.9245283018867926,0.4690265486725663,0.037209302325581346,0.2790697674418605,0.07547169811320745,0.5309734513274337,0.2681539329315886,0.41803521526898074,0.31381085179943063
particle_105_S6.0I12.5L12.6_Sat.stl,341.24578134402594,452.87991772108734,391.95759737910083,0.5214499004942762,0.8706191272368003,0.7788253119496642,0.48,0.9920634920634921,0.4180064308681672,0.0032154340836012744,0.52,0.007936507936507908,0.2865002402374858,0.71193918479573,0.0015605749667842485
particle_105_S7.2I7.6L9.7_Irr.stl,291.15583835314,221.87076452092072,298.60633384956486,0.9574902935602783,0.975049104282636,0.8347072904885997,0.9473684210526316,0.7835051546391752,0.03265306122448976,0.08571428571428572,0.052631578947368356,0.21649484536082472,0.6450275314618461,0.06134737337684865,0.2936250951613052
particle_105_S7.3I9.3L13.4_Irreg.stl,464.67929469067167,2235.554964020763,1428.5906574336684,0.12977797304518482,0.3252711280678716,0.7231006256754451,0.7849462365591398,0.6940298507462687,0.1333333333333334,0.13666666666666663,0.2150537634408603,0.3059701492537313,0.3842175753938122,0.3012997068198075,0.3144827177863803
particle_105_S8.1I8.4L14.0_Irreg.stl,483.37526540584423,4481.75882045174,3225.8869912128853,0.06645973291592737,0.14984259111448364,0.702806999057172,0.9642857142857142,0.6,0.01967213114754103,0.18360655737704917,0.035714285714285796,0.39999999999999997,0.42021497159934423,0.05888354697370486,0.5209014814269509
particle_105_S8.6I13.1L13.8_Sat.stl,706.7865963692193,422.7131792717672,721.8324585669557,0.9077450151474208,0.9791560187974828,0.8394674438513491,0.6564885496183206,0.9492753623188405,0.2535211267605634,0.01971830985915496,0.3435114503816794,0.05072463768115949,0.42272363753583786,0.5532201004983154,0.024056261965846776
particle_105_S9.9I10.8L11.3_Hull.stl,636.2265274514349,397.06807013080305,637.0885418296278,0.9009354477422118,0.9986469472897482,0.9425419480942147,0.9166666666666666,0.9557522123893806,0.05625000000000002,0.015625,0.08333333333333336,0.04424778761061947,0.6456360942408458,0.19947205586128025,0.154891849897874
particle_106_S0.9I0.9L5.6_Irreg.stl,2.364012631826213,55.60803143192957,4.771243371295423,0.1543286173781044,0.4954709805935488,0.29559901889797724,1.0,0.16071428571428573,0.0,0.635135135135135,0.0,0.8392857142857142,0.04290083802100614,0.0280001826505954,0.9290989793283985
particle_106_S0.9I4.0L13.1_Irreg.stl,24.556895677080064,653.7708877234385,76.70415633372097,0.06249436463088852,0.3201507825760971,0.2757951575384504,0.225,0.3053435114503817,0.34444444444444444,0.5055555555555555,0.775,0.6946564885496184,0.012792254507424897,0.8968902906211154,0.0903174548714598
particle_106_S1.0I1.8L5.8_Sat.stl,1.966291971740615,19.49277242560369,4.626859678577587,0.3893819801355569,0.42497333144650346,0.37682424643290185,0.5555555555555556,0.3103448275862069,0.186046511627907,0.46511627906976744,0.4444444444444445,0.6896551724137931,0.10824428521548003,0.8382683416566243,0.05348737312789566
particle_106_S1.6I9.4L10.4_Irr.stl,99.88419043806265,190.1249379313055,112.53266198015048,0.5475740712380603,0.8876017742802629,0.5180762925819513,0.1702127659574468,0.9038461538461539,0.7289719626168224,0.04672897196261682,0.8297872340425533,0.09615384615384615,0.13599198932043474,0.8364878644980633,0.027520146181501812
particle_106_S10.8I11.2L11.3_Hull.stl,809.4364960461295,482.9704598200131,810.9320593553243,0.8696651706160813,0.9981557477079106,0.9821133859341257,0.9642857142857144,0.991150442477876,0.02402402402402394,0.003003003003003046,0.03571428571428559,0.008849557522124019,0.5599820508733789,0.18636152503474457,0.2536564240918765
particle_106_S2.2I4.8L5.9_Sat.stl,26.610814665699447,57.41078746935672,28.314279097457373,0.7508088805588663,0.9398372663526193,0.6719237081013302,0.45833333333333337,0.8135593220338982,0.40310077519379844,0.08527131782945742,0.5416666666666666,0.18644067796610178,0.17479026608096795,0.7628592189627599,0.06235051495627215
particle_106_S2.3I3.7L9.3_Sat.stl,24.404741905549077,85.30728784161461,30.539427307440093,0.47695873021208635,0.7991224478398627,0.4616589090934332,0.6216216216216215,0.3978494623655914,0.18300653594771246,0.36601307189542487,0.37837837837837845,0.6021505376344086,0.20176566167767696,0.6924824907502917,0.10575184757203135
